,Prevalence
hyperten_has,0.7520931340610388
osteoarthritis_has,0.5601533864713362
catar_has,0.5079204709515759
lab_ckd_has,0.4889911337797538
osteo_or_mof_has,0.3618129683898726
deafness_has,0.27284364855439563
coron_heart_disea_any_has,0.24398035596912754
diver_disea_has,0.2403265203027546
atria_fibri_has,0.20148621846665193
thyro_disea_has,0.1978582151027121
anxie_has,0.1944282593907595
depre_has,0.19421011994799098
type_ii_diabe_melli_has,0.18177617171018454
asthm_has,0.15721539260794315
cance_solid_organ_any_has,0.15515454892494568
demen_has,0.13753117815390886
strok_tia_any_has,0.13460351721148905
macul_degen_has,0.12161273934345768
heart_failu_has,0.12121090352783144
chron_obstr_pulmo_disea_has,0.11169313520914119
heart_valve_disor_any_has,0.10317708617369066
cance_skin_excl_melan_has,0.09744518528936484
diabe_eye_disea_has,0.08334074816088358
glaucoma_has,0.0783350220005109
venou_throm_any_has,0.07571447843146259
conne_tissu_disea_any_excl_ra_has,0.07349864093386643
upper_gi_acid_disor_any_has,0.07219841504473294
gout_has,0.06444011354732047
neuro_any_has,0.05328342915204032
psori_has,0.0468971099394089
rheum_arthr_has,0.04683970482289086
perip_arter_disea_has,0.04566864044592295
addis_disea_has,0.04206646938441623
bronc_has,0.025347229198538466
post_traum_stres_disor_has,0.024925301592130907
alcoh_misus_has,0.024078576123489886
supra_tachy_has,0.023355271655362643
tuber_has,0.022465492349333097
epile_has,0.021033234692208115
respi_failu_has,0.019890872873499214
uveit_any_has,0.018863321287826383
cance_haema_has,0.01835241575081587
cardi_condu_disor_has,0.017835769702153552
hyper_has,0.016016027508531837
infla_bowel_disea_any_has,0.015826590624022318
chron_pancr_has,0.015737612693419365
parki_disea_has,0.015022918992769826
chron_liver_disea_any_has,0.014928200550515067
severe_obesity_has,0.014560807804799642
subst_misus_has,0.010022933344048955
abdom_aorti_aneur_has,0.00890927408359907
pulmo_fibro_has,0.008636599780138404
endom_has,0.008544751593709547
cardi_any_has,0.00754016205464393
prima_pulmo_hyper_has,0.00698620268024489
schizophrenia_schizotypal_and_delusional_disorders_has,0.005146368695841861
bipol_affec_disor_has,0.0051119256259310394
subar_haemo_has,0.0050746123001943165
sleep_apnoe_has,0.004715830321956596
sarco_has,0.0037686458994090144
intel_disab_or_down_syndr_has,0.002792758918602415
multi_scler_has,0.0025774897316597828
aplas_anaem_has,0.0022445400558551783
obses_compu_disor_has,0.002066584194649269
type_1_diabe_melli_has,0.001610213518330889
other_haemolytic_anaemia_has,0.0015614191692905589
myast_gravi_has,0.0010619946555836522
thala_has,0.00104190286480234
immun_has,0.0009242223759403675
eatin_disor_has,0.0006544183283056019
asbes_has,0.0006343265375242896
motor_neuro_disea_has,0.0004764624670996926
cereb_palsy_has,0.00044201939718887146
sickl_cell_disea_has,0.0002755445592865692
polyc_ovari_syndr_has,0.00021239893111673044
cysti_fibro_has,0.00011481023303607051
autis_has,8.610767477705289e-05
benig_prost_hyper_has,6.601588399574054e-05
hiv_has,4.0183581562624675e-05
