names,i,j,namei,namej,ABC,a_sig,Pi,Pj
abdom_aorti_aneur_has-addis_disea_has,0,1,abdom_aorti_aneur_has,addis_disea_has,1.05998535,False,0.0008722665156778429,0.02334545664767404
abdom_aorti_aneur_has-alcoh_misus_has,0,2,abdom_aorti_aneur_has,alcoh_misus_has,1.593158,True,0.0008722665156778429,0.047308131122231235
abdom_aorti_aneur_has-anxie_has,0,3,abdom_aorti_aneur_has,anxie_has,1.4509025,True,0.0008722665156778429,0.22322371340688937
abdom_aorti_aneur_has-aplas_anaem_has,0,4,abdom_aorti_aneur_has,aplas_anaem_has,1.5218615,False,0.0008722665156778429,0.00125143889968595
abdom_aorti_aneur_has-asbes_has,0,5,abdom_aorti_aneur_has,asbes_has,1.4169375,False,0.0008722665156778429,8.841687878215951e-05
abdom_aorti_aneur_has-asthm_has,0,6,abdom_aorti_aneur_has,asthm_has,1.7293755,True,0.0008722665156778429,0.15666620757902683
abdom_aorti_aneur_has-atria_fibri_has,0,7,abdom_aorti_aneur_has,atria_fibri_has,7.04556,True,0.0008722665156778429,0.025618790627130718
abdom_aorti_aneur_has-autis_has,0,8,abdom_aorti_aneur_has,autis_has,0.9265801,False,0.0008722665156778429,0.0004879931578938419
abdom_aorti_aneur_has-benig_prost_hyper_has,0,9,abdom_aorti_aneur_has,benig_prost_hyper_has,0.9640396,False,0.0008722665156778429,5.6110711534832e-05
abdom_aorti_aneur_has-bipol_affec_disor_has,0,10,abdom_aorti_aneur_has,bipol_affec_disor_has,1.09101315,False,0.0008722665156778429,0.007573245732610355
abdom_aorti_aneur_has-bronc_has,0,11,abdom_aorti_aneur_has,bronc_has,2.29799,True,0.0008722665156778429,0.010926285827964559
abdom_aorti_aneur_has-cance_haema_has,0,12,abdom_aorti_aneur_has,cance_haema_has,2.675865,True,0.0008722665156778429,0.00827207913990781
abdom_aorti_aneur_has-cance_skin_excl_melan_has,0,13,abdom_aorti_aneur_has,cance_skin_excl_melan_has,1.818218,True,0.0008722665156778429,0.02386575597281521
abdom_aorti_aneur_has-cance_solid_organ_any_has,0,14,abdom_aorti_aneur_has,cance_solid_organ_any_has,1.6383835,True,0.0008722665156778429,0.0932883087381381
